高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度 选官、用官制度的变化,古代中国史上，曾有西北边境官员向朝廷报告紧急军情，皇帝即刻召集宰相及相关长官共商对策。由于宰相无权调动军队，乃由主管军队的长官提出作战方案，由主管财政的长官调度后勤物资，经皇帝裁决后，才调动军队增援前线。以上场景最有可能发生在（）A.汉代B.唐代C.宋代D.清代
高中 生物 遗传与进化 拉马克的进化学说,下列有关基因突变的叙述，错误的是（）A.只有进行有性生殖的生物才能发生基因突变B.诱发突变的突变率比自然突变的突变率高C.基因突变是生物进化的重要因素之一D.基因碱基序列改变不一定导致性状改变
高中 生物 生物科学与社会 避孕的原理和方法 减数分裂的概念 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较,某哺乳动物的基因型为AABbEe，如图是其一个精原细胞在产生精细胞过程中某个环节的示意图，据此可以判断（）A图示细胞为次级精母细胞，细胞中含一个染色体组B三对基因的遗传遵循自由组合定律C图示细胞中，a基因来自基因突变或基因重组D该精原细胞产生的精细胞的基因型有ABe、aBe、AbE
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 中心体的结构和功能 液泡的结构和功能 细胞的多样性和统一性 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,下列关于真核生物和原核生物的叙述，正确的是()A.蓝藻和绿藻都能够进行光合作用，所以都含有叶绿体B.硝化细菌是含有线粒体的自养型生物C.大肠杆菌和酵母菌的遗传物质都是DNAD.发菜和黑藻所含有的DNA都是裸露的
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 中心体的结构和功能 液泡的结构和功能 细胞的多样性和统一性 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,下列关于真核生物、原核生物和病毒的叙述中有几不符合题意（）①乳酸菌、青霉菌、大肠杆菌都属于原核生物②乳酸菌、酵母菌都含有核糖体和DNA③T2噬菌体中只有一种细胞器，即核糖体④细胞没有叶绿体就不能进行光合作用⑤有些细菌只含有RNA．A.1项B.2项C.3项D.4项
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求,至2012年初，我国政府推出新医改方案整整三周年，取得了显著成就。该方案的目标是建立覆盖城乡居民的基本医疗卫生制度，为群众提供安全、有效、方便、价廉的医疗卫生服务，实现人人享有基本医疗卫生服务。这项改革有利于[]A提高收入水平，改善人民生活B完善分配制度，调节过高收入C实现社会公平，构建和谐社会D统筹城乡发展，实现优势互补
高中 生物 稳态与环境 人体的体温调节 人体水盐平衡调节 血糖平衡的调节,如图表示人体在寒冷环境中与维持体温恒定有关的激素调节过程，下列各项说明中错误的是（）A.甲为促甲状腺激素释放激素，当丙增多时会抑制甲的分泌B.乙为促甲状腺激素，当丙增多时乙的分泌量会随之而增加C.丙为甲状腺激素，它能提高细胞代谢的速率，使机体产生更多的热量D.人体内激素含量的这种调节方式称为反馈调节
高中 生物 分子与细胞 组成细胞的化学元素 组成细胞的化合物,下列有关糖类的叙述正确的是（）A.在ATP，RNA和DNA中均含有核糖B.所有糖类都是生物体的主要能源物质C.在细胞膜上糖类均与蛋白质结合形成糖蛋白D.葡萄糖是构成纤维素、淀粉和糖原的基本单位
高中 生物 生物科学与社会 溶酶体的结构和功能 与细胞分裂有关的细胞器 减数分裂与有丝分裂的比较 避孕的原理和方法 拉马克的进化学说 减数分裂的概念 液泡的结构和功能 中心体的结构和功能 人工授精、试管婴儿等生殖技术 细胞的多样性和统一性 生态系统的营养结构 生物性污染 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,将与生物学有关的内容依次填入如图各框中，其中包含关系错误的选项是（）框号选项123456A减数分裂减Ⅱ减Ⅰ同源染色体分离非同源染色体自由组合同源染色体非姐妹染色单体交叉互换B染色体变异结构变异数目变异易位重复倒位C单细胞生物原核生物真核生物单细胞真菌单细胞藻类单细胞动物D生态系统无机环境群落生产者消费者分解者AABBCCDD
高中 地理 生产活动与地域联系 工业区位因素,阅读材料，完成下列问题．材料一：近年来，印度人口已达13亿，CDP居世界第八，但智能手机普及率不及三分之一2017年小米和富士康集团合作，在印度安德拉郑5r1City建设小米的第二座手机代工工厂。材料二：印度安德拉郑sr1city是一个整合型商业城市，占地约100平方公里，提供各项先进公共设施及现代化的仓储设施．SriCity还拥有一个特定的免税区城。材料三：下图为Sricity示意图。1.说出小米公司与富士康合作在印度SriCity建设手机代工工厂的优势区位条件。2.指出印度引进小米手机代工工厂对本国的有利影响。
高中 地理 宇宙中的地球 地球运动的地理意义,2008年北京夏季奥运会开幕式于北京时间8月8日晚上8时正式开始．当北京时间是正午12点时，印度首都新德里（82.5°E）的时刻是（）A9点B10点C9点30分D10点30分
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度 选官、用官制度的变化,隋代以前地方长官可以自选僚属组成行政机构，但隋代以后“大小之官，悉由吏部，纤介之迹，皆属考功。”由此可见，隋代（）A.实行了科举制度B.加强了君主专制C.加强了中央集权D.三省六部制约皇权
高中 地理 宇宙中的地球 地球运动的地理意义,若黄赤交角为20°，则（）A太阳直射点移动范围变大B地轴与公转轨道面之间的夹角为80°C极昼区的范围变大D温带的范围变大
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度,某地边疆危机，消息上报朝廷后，皇帝一方面交待兵部尽速调兵迎敌，另一方面责成户部尽速调度粮草，备部队急用。幕僚根据皇帝之意，写成诏书，经皇帝确认无误后，直接送至兵部、户部等单执行。这位皇帝有可能是（）A.秦始皇B.唐玄宗C.宋太祖D.明太祖
高中 生物 生物科学与社会 不完全显性 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法,血友病属于伴性遗传，苯丙酮尿症属于常染色体遗传。一对表现型正常的夫妇，生下一个即患血友病又患苯丙酮尿症的男孩子。如果他们再生一个女孩，表现型正常的概率是（）A.9/16B.3/4C.3/16D.1/4
高中 历史 现代史 文艺的春天,东方圣人孔子和古希腊哲人苏格拉底的思想既有许多相似之处，也有不同之处。二者在思想上的主要差异是（）A.是否强调知识的作用和道德的力量B.是否推崇君主权威C.是否注重对人与社会的研究D.是否体现人文精神
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 组成细胞的化学元素 中心体的结构和功能 液泡的结构和功能 细胞的多样性和统一性 组成细胞的化合物 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,下列各组生物或细胞按照特征进行归纳正确的一组是（）A.无核膜：念珠藻、支原体、酵母菌、放线菌B.无DNA：蛙的成熟红细胞、植物导管细胞、烟草花叶病毒、HIVC.有叶绿体：胡萝卜、水绵、颤藻、马尾藻D.有细胞壁：酵母菌、硝化细菌、蓝藻、菠菜
高中 地理 宇宙中的地球 地球运动的地理意义,苏轼被贬黄州（今湖北省黄冈市）时，作《定风波》。其中写道：“三月七日，沙湖道中遇雨……莫听穿林打叶声，何妨吟啸且徐行。竹杖芒鞋轻胜马，谁怕？一蓑烟雨任平生。料峭春风吹酒醒，微冷，汕头斜照却相迎。回首向来萧瑟处，归去，也无风雨也无晴。”据此完下列各题。1.苏轼当时所处地区的典型植被为（）A.常绿阔叶林B.落叶阔叶林C.针叶林D.高山灌丛2.从材料中推断，该地当日最可能（）A.正值准静止锋控制多雨B.昼夜长短差别不大C.正午太阳位于观测者正北方D.夜间出现霜冻现象
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营,在市场经济中，市场就像一只“看不见的手”在引导着商品生产者、经营者，调节着人、财、物在全社会的配置，但市场调节也不是万能的，下列选项中，市场调节不了的是A大白菜B国防C婴儿奶粉D汽车
高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点,地球的内部圈层结构由外到里依次是（）A地核--地幔--地壳B地幔--地核--地壳C地壳--地幔--地核D地壳--地核--地幔
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度 选官、用官制度的变化,从秦至清的两千多年中，许多皇帝或由于年幼庸弱，或由于当时形势和力量对比的变化，因而受制于母后、外戚、宦官、权臣、地方割据势力等，导致权力的萎缩或丧失，这种现象实质上是：（）A.君主专制被颠覆B.中央集权体制遭到破坏C.君权至上的后果D.君主权力受到制约
高中 生物 生物技术实践 生物技术在其他方面的应用 器官移植 复等位基因 胚胎移植 基因工程的概念 基因工程的原理及技术 培养基与无菌技术,如图为某生物工程操作流程模式图，下列说法正确的是（）A若此图表示基因工程的操作流程，若A为质粒，则B表示重组DNA分子B若此图表示动物细胞融合过程，则形成C（杂种细胞）的原理是细胞全能性C若此图为试管牛生产的技术流程图，则获得A（精子）后可直接与B进行体外受精D若此图为试管婴儿的培育过程，则包括体外受精、细胞培养和胚胎移植等方面
高中 生物 分子与细胞 蛋白质的合成 组成细胞的化学元素 组成细胞的化合物,豌豆叶肉细胞中，占干重最多的化合物是（）A.核酸B.脂质C.蛋白质D.水
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度 选官、用官制度的变化,中国历史上累世同居的大家族被社会称为“义门”。元朝浙东浦江义门郑氏，“其家十世同居，凡二百四十余年”，屡受朝廷褒奖。元末战乱，农民军多次进人浦江县．都互相告诫：不得侵犯郑氏家族。并派兵保护郑氏府第，护送外出逃难的郑氏家人返回。这反映了（）A.封建社会聚族而居的安全功能B.儒家忠孝节义的道德底线作用C.郑氏结交农民军以求乱世自保D.郑氏的善行义举赢得社会尊崇
高中 地理 生产活动与地域联系 农业区位因素,20世纪60、70年代，数以万计转业军人和知识青年奔赴北大荒开垦荒地，使这块沉睡的荒芜之地变成世界闻名的“北大仓”。据此回答下列各题。1.北大荒发展农业的主要优势及制约因素是（）A.气候资源优势水源不足B.土地资源优势热量不足C.动物资源优势地形崎岖D.劳动力资源优势土地贫瘠2.“北大仓”的发展方向应是（）①退耕还林②绿色食品基地③大力发展工业④农业现代化A.①②B.③④C.①③D.②④3.下列关于东北地区自然条件及其对农业影响的叙述，正确的是（）A.黑土广泛分布，但土层薄，极易被风吹蚀B.松嫩平原气候寒凉，只能两年三熟C.内部自然条件差异大，可划分为不同的农业生产区域D.耕地被高地或沼泽分割，地块小，不适合机械化生产4.有关我国东北商品粮基地与美国中央大平原商品谷物农业共同点的叙述，错误的是（）A.主要粮食作物为小麦、玉米B.两者都是商品农业，商品率都很高C.两区都是机械化大规模生产，劳动生产率高D.两区的农场均为大型国有农场
高中 地理 生产活动与地域联系 农业区位因素,随着社会进步，自然因素不再是影响农业区位的因素。
高中 生物 生物技术实践 生物工程技术,如表表格内容中，有错误的选项是（）检测物质或生物检测方法显示颜色变化A酒精酸性重铬酸钾检测灰绿色B亚硝酸盐比色法玫瑰红色C分解尿素的细菌酚红指示剂检测法红色D分解纤维素的细菌刚果红检测法红色变深AABBCCDD
高中 生物 遗传与进化 不完全显性 人工授精、试管婴儿等生殖技术 生物性污染 避孕的原理和方法,下列有关优生措施的叙述错误的是（）A.羊膜腔穿刺可用于确诊胎儿是否患21－三体综合征B.即使通过产前诊断发现胎儿确有缺陷，也不可以终止妊娠C.禁止近亲结婚可以减少畸形胎的产生D.进行遗传咨询可以推算后代发病的风险
高中 生物 分子与细胞 蛋白质的合成 组成细胞的化学元素 组成细胞的化合物,组成蛋白质的氨基酸之间的肽键结构式可以表示为（）。A.NH—COB.—NH—CO—C.—NH2—COOH—D.NH2—COOH
高中 地理 宇宙中的地球 地球运动的地理意义,在北京，下列节日中昼夜长短相差最小的一天是（）A我国国庆节B国际劳动节C元旦D圣诞节
高中 生物 生物科学与社会 不完全显性 避孕的原理和方法 拉马克的进化学说 人工授精、试管婴儿等生殖技术 生物性污染,人体中某基因突变后合成的异常蛋白质会导致使人患某种单基因遗传病。下列叙述错误的是（）A致病基因与正常基因是一对等位基因，该致病基因转录结束后，DNA恢复为双链结构B细胞中少量mRNA可以快速合成大量蛋白质的主要原因是多个核糖体同时结合到一条mRNA上C该致病基因合成的蛋白质和正常蛋白质相比，氨基酸的种类和数量都会发生变化D蛋白质的合成需经过转录和翻译过程，该过程不可能发生在人体成熟的红细胞中
高中 生物 稳态与环境 群落的结构,某同学在对一块面积为5000m2的野生草坪进行野外调查时，选取了5个样点，每个样点4m2，发现5个样点中某种草药的株数依次为12，15，14，17，12株．可估算出这块草坪中这种草药株数为（）A15000B16250C17500D70000
高中 生物 稳态与环境 人体的体温调节 人体水盐平衡调节 血糖平衡的调节,某一健康男子冬泳时，其机体发生的相关反应的叙述中，正确的是（）A.分泌的甲状腺激素减少B.皮肤产生冷觉，皮肤血管收縮C.皮肤起“鸡皮疙瘩”不需要大脑皮层参与D.体温维持相对恒定不受神经系统的调节
高中 历史 近代史 第三产业的兴起和“新经济”的出现 垄断组织的出现,下列现象最能说明鸦片战争后自然经济开始解体的是（）A.农民丧失土地的现象严重B.越来越多的农民购买洋纱．洋布C.列强大量收购中国的丝茶D.洋务派创办了一批近代军事工业
高中 生物 生物科学与社会 避孕的原理和方法 减数分裂的概念 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较,在减数分裂过程中，染色体数目减半发生在（）A减数第一次分裂后期B减数第一次分裂结束时C减数第二次分裂后期D减数第二次分裂结束时
高中 生物 生物技术实践 生物技术在其他方面的应用 培养基与无菌技术,植物细胞杂交可以培养杂种植物，下列是某科研小组的操作．请回答相关问题．1.将甲、乙两个不同品种的植株进行杂交，首先要去掉植物细胞的细胞壁，采用的酶是，得到原生质体甲和原生质体乙，然后进行人工诱导形成细胞团，通常采用的促融剂是．2.甲细胞的基因型为Gg，乙细胞的基因型为Hh（两对基因位于不同对的同源染色体上）两两融合后所形成细胞的基因型为．3.经研究发现，在光照强度大于800lux时，只有同时存在G和H基因的细胞才能分化形成丛芽，可据此筛选出杂种细胞．丛芽进一步培养长大为植株，该植株自交后代中，继续在大于800lux的光照下培养，能长成植株个体的基因型为．4.在进行分化培养时需要换瓶操作，换瓶的主要目的是．5.植物体细胞杂交的优点是．
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求,改革开放30多年来，我国居民收入大幅增长，但分配失衡问题也日益凸显。数据显示，内地基尼系数已激增至0.61，大大超出0.4的警戒线。因此，合理调整收入分配关系，已成为当下改革攻坚的重点。近年来，我国取消农业税，每年减轻农民负担1335亿元；连续上调最低工资、基本养老金，大幅提高国家扶贫标准和城乡低保补助水平；将个税起征点提到3500元，明显减轻工薪阶层税负……党的十八大报告提出到2020年“实现国内生产总值和城乡居民人均收入比2010年翻一番”的新要求，描绘了全面建成小康社会后国民收入倍增的美好画面。注：基尼系数是国际上用来综合考察居民内部收入分配差异状况的一个重要分析指标。它是一个比值，数值在0和1之间。基尼系数的数值越大，表明财富在社会成员之间的分配越悬殊。请运用《经济生活》知识回答下列问题：（1）我国收入分配公平的主要表现是什么？（2）联系材料，请你谈谈怎样才能增加居民收入、实现收入分配公平？
高中 地理 生产活动与地域联系 农业区位因素,下列地区与所列特色农业相匹配的是：（）A海南岛——反季节无公害蔬菜生产基地B云贵高原——烤烟、花卉、药材生产基地C西南地区——梨、茶叶、甘蔗D山东丘陵——苹果、柑橘、甜菜
高中 生物 稳态与环境 群落的结构,如图为银鱼种群增长速率随时间的变化曲线。下列相关叙述中正确的是()A.Q时，银鱼的种群增长倍数为0B.Q时是捕获银鱼的较为适宜时期C.在L〜M时段，该种群数量呈“J”型增长D.增长速率大于0时，银鱼种群的出生率大于死亡率
高中 历史 现代史 第三产业的兴起和“新经济”的出现 垄断组织的出现,1912年至1920年，中国工业增长率达到了13．4%；1919-1922年期间中国私人资本的工矿交通业投资年增长率为13．94%；1923—1927年新设企业共608家，创办资本额共约1．03亿元，新设企业家数超过了一战期间的数字；1928—1937年中国工业产值年增长率达到8%以上。对上述材料蕴含信息的解读不正确的是（）A.一战期间民族资本主义较快发展B.一战后列强卷土重来使民族资本主义陷入绝境C.南京国民政府统治前期民族资本主义发展较快D.20世纪早期民族资本主义总体处于发展态势
高中 地理 宇宙中的地球 地球运动的地理意义,当某地正午时，北京时间为12时16分，则该地经度为（）A116°EB124°EC104°ED136°E
高中 历史 古代史 中央官制——三公九卿制 郡县制 “重农抑商”政策 夏商两代的政治制度 皇帝制度 选官、用官制度的变化,白钢在《中国政治制度史》中说：“元朝的行省实际上是封建中央集权分寄于地方，……负责处理境内政治、军事、经济等各类事务。此外行省还有一个重要职能是聚集境内财富，以供中央需要。行省的治所往往就是完成这种职能的‘中转站’。”对材料理解准确的是（）A.行省制容易导致地方势力膨胀B.行省制下地方权力相当大C.行省制体现了分权与制衡原则D.行省是元朝最高行政机构
高中 地理 宇宙中的地球 地球所处的宇宙环境,“太阳大，地球小，太阳带着地球跑；地球大，月亮小，地球带着月亮跑。”重温儿时的童谣，回答下列各题。1.下列属于天体的是（）A.B.C.D.2.童谣中出现的天体，按先后顺序排列的是（）A.恒星、行星、卫星B.星云、恒星、行星C.恒星、行星、小行星D.恒星、小行星、流星体3.此童谣中有几级天体系统（）A.一级B.两级C.三级D.四级
高中 生物 现代生物技术专题 生物技术在其他方面的应用 培养基与无菌技术,如图是单克隆抗体制备流程的简明示意图．下列有关叙述，正确的是（）A①是从已免疫的小鼠脾脏中获得的效应T淋巴细胞B②中使用胰蛋白酶有利于杂交瘤细胞的形成C③同时具有脾脏细胞和鼠骨髓瘤细胞的特性D④是经筛选培养获得的能分泌特异性抗体的细胞群
高中 地理 人口与城市 人口增长与人口问题,下表为2010年与2000年广州市人口部分统计数据，据此判断下列最合理的措施是（）A增加小学教育学位B创设更多就业机会C减少社会养老支出D推出更多大户型楼盘
高中 历史 近代史 海峡两岸关系的发展,《权利法案》在英国政治史上影响深远，它最主要的作用是（）A.巩固了资产阶级革命成果B.成立了君主立宪制资产阶级专政C.以明确的法律条文限制了国王大权D.维护了资产阶级和新贵族的利益
高中 地理 宇宙中的地球 地球的外部圈层结构及特点 地球的内部圈层结构及特点,地球内部由外向里的分层依次是（）A地幔、地壳、地核B地核、地幔、地壳C地壳、地幔、地核D地壳、地核、地幔
高中 生物 遗传与进化 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的分离规律的实质及应用,甲、乙两位同学分别用小球做孟德尔定律模拟实验。甲同学每次分别从Ⅰ、Ⅱ小桶中随机抓取一个小球并记录字母组合；乙同学每次分别从Ⅲ、Ⅳ小桶中随机抓取一个小球并记录字母组合。下列叙述错误的是()A.将抓取的小球可不用放回原来小桶，但必须多次重复B.实验中每只小桶内两种小球的数量必须相等C.甲同学模拟的是等位基因的分离和配子的随机结合D.甲、乙重复300次实验后，统计的Dd、AB组合的概率分别约为50%、25%
高中 生物 稳态与环境 生态系统的营养结构,某相对稳定的生态系统中三叶草、蜗牛、鸫之间构成一条食物链，其数量变化关系如图所示（图中不同阴影的面积表示不同比例尺下的个体数量）。下列叙述错误的是（）A.三叶草、蜗牛、鸫构成的食物链是捕食链B.图中甲代表鸫，丙代表蜗牛C.乙体内DDT浓度最低D.如果该生态系统迁入了大量蜗牛，短时间内甲的数量将会下降
高中 历史 现代史 文艺的春天,"“侧隐之心,仁之端也;羞恶之心,义之端也;辞让之心,礼之端也;是非之心,智之端也。人之有是四端也,犹其有四体也。”此段文字出自（）A.《孟子》B.《庄子》C.《韩非子》D.《道德经》"
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的自由组合规律的实质及应用,已知水稻高秆(T)对矮秆(t)为显性，抗病(R)对感病(r)为显性，这两对基因遵循自由组合定律。现将一株表现型为高秆、抗病的植株的花粉授给另一株表现型相同的植株，所得后代表现型是高秆∶矮秆＝3∶1，抗病∶感病＝3∶1。根据以上实验结果，判断下列叙述错误的是()A.以上后代群体的表现型有4种B.以上后代群体的基因型有9种C.以上两株亲本可以分别通过不同杂交组合获得D.以上两株表现型相同的亲本，基因型不相同
高中 生物 分子与细胞 生命活动离不开细胞 避孕的原理和方法 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较,如图为人体细胞正常分裂时有关物质或结构数量变化曲线，下列分析错误的是（）A.若曲线表示减数分裂每条染色体上DNA分子数目变化的部分曲线，则n等于1B.若曲线表示有丝分裂染色体数目变化的部分曲线，则n等于46C.若曲线表示减数第一次分裂核DNA分子数目变化的部分曲线，则n等于23D.若曲线表示有丝分裂染色体组数数目变化的部分曲线，则n等于2
高中 生物 生物科学与社会 避孕的原理和方法 减数分裂的概念 人工授精、试管婴儿等生殖技术 生物性污染 减数分裂与有丝分裂的比较,下列各图所示细胞均来自同一生物体，有关叙述正确的是（）A.属于有丝分裂过程的图是③④⑤B.细胞①的形成过程：④→③→②→⑥→①C.图①和图②可能来自于同一个初级精母细胞D.图③④⑤⑥中都具有同源染色体
高中 生物 分子与细胞 细胞大小与物质运输的关系,下图为哺乳动物红细胞运输葡萄糖的示意图，下列分析错误的是（）A.线粒体外膜上也存在该种载体蛋白B.载体蛋白构象的改变不需要消耗ATPC.葡萄糖的运输方向取决于膜两侧的浓度差D.小肠绒毛上皮细胞吸收葡萄糖方式与此不同
高中 生物 生物科学与社会 人工授精、试管婴儿等生殖技术 减数分裂与有丝分裂的比较 生物性污染 避孕的原理和方法,如图是细胞减数分裂过程中的联会时期示意图。图中同源染色体的数目是（）A.1对B.2对C.3对D.4对
高中 生物 生物科学与社会 避孕的原理和方法 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染 基因的分离规律的实质及应用,下列描述属于相对性状的是（）①狗的长毛与短毛②猫的白毛与蓝眼③狐的长尾与短尾④水稻的抗稻瘟病与小麦的抗锈病⑤豌豆的高茎与矮茎⑥番茄的黄果与牡丹的黄花．A①②③⑤B①③④⑤C①③⑤D②③④⑥
高中 生物 生物科学与社会 避孕的原理和方法 伴性遗传 遗传的分子基础 遗传的细胞基础 人工授精、试管婴儿等生殖技术 生物性污染,"在果蝇野生型与白眼雄性突变体的杂交实验中,摩尔根最早能够推断白眼基因位于X染色体上的实验结果是（）A白眼突变体与野生型杂交,F1全部表现野生型,雌雄比例为1∶1BF1中雌雄果蝇杂交,后代出现性状分离,且白眼全部为雄性CF1雌性果蝇与白眼雄性果蝇杂交,后代出现白眼果蝇,且雌雄比例为1∶1D白眼雌果蝇与野生型雄果蝇杂交,后代白眼果蝇全部为雄性,野生型全部为雌性"
高中 历史 现代史 第三产业的兴起和“新经济”的出现 垄断组织的出现,某研究性学习小组根据下表信息所得出的结论中，错误的是（）A.企业内迁与战局发展直接相关B.民族工业在炮火洗礼中迅速发展壮大C.西南地区是中国抗战时期的大后方D.近代中国的工业布局因此发生改变
高中 地理 宇宙中的地球 太阳对地球的影响,太阳活动对地球的影响有（）①无线电短波通讯暂时中断②发生“磁暴”现象③影响地壳的运动④苍海桑田变幻A①②B②③C③④D②④
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 中心体的结构和功能 液泡的结构和功能 细胞的多样性和统一性 内质网的结构和功能 核糖体的结构和功能 高尔基体的结构和功能,下列关于细胞这一最基本生命系统共性的叙述，不正确的是（）A.都以细胞膜为界膜B.都有膜包被的功能专一的细胞器C.都以核糖体作为蛋白质合成场所D.都在DNA分子中储存遗传信息
高中 生物 分子与细胞 溶酶体的结构和功能 与细胞分裂有关的细胞器 高尔基体的结构和功能 中心体的结构和功能 液泡的结构和功能 内质网的结构和功能 核糖体的结构和功能 走进细胞,下列关于线粒体的叙述，正确的是（）A.外膜的面积比内膜的大B.外膜蛋白质与脂质的比例高于内膜C.既能产生水，也要消耗水D.含有DNA，不含RNA
高中 政治 公民道德与伦理常识 社会主义市场经济的伦理要求 劳动就业与守法经营,辨析题（12分）食品安全事件的一再出现，使市场经济下的诚信问题再度成为人们关注的焦点。大众呼吁有关部门严格执法，期盼建立诚信的市场秩序。辩题：市场经济健康发展，需要建立和严格执行各种法律和制度。
